City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Cervo,ES,2022-06-13 18:20:57,43.6702,-7.4101,63.97,90,63,14.65
295,Longyearbyen,SJ,2022-06-13 18:20:57,78.2186,15.6401,40.84,65,75,5.75
296,Vaitape,PF,2022-06-13 18:20:57,-16.5167,-151.75,79.65,66,2,18.84
297,Villaviciosa,ES,2022-06-13 18:20:57,43.4813,-5.4357,69.6,89,37,7.85
298,Izvoarele,RO,2022-06-13 18:20:58,45.0333,25.2667,66.31,79,49,1.23
299,Karaidel,RU,2022-06-13 18:20:58,55.8337,56.9069,50.7,91,22,2.53
300,Nawa,IN,2022-06-13 18:20:58,27.0167,75.0,89.15,45,100,8.16
301,Samarinda,ID,2022-06-13 18:20:59,-0.5,117.15,72.01,98,40,0.6
302,Georgetown,MY,2022-06-13 18:17:36,5.4112,100.3354,82.33,92,20,4.61
303,Ambilobe,MG,2022-06-13 18:20:59,-13.2,49.05,71.58,83,38,3.67
304,Meulaboh,ID,2022-06-13 18:20:59,4.1363,96.1285,76.24,89,93,3.85
305,Havre-Saint-Pierre,CA,2022-06-13 18:21:00,50.2334,-63.5986,64.76,52,75,17.27
306,Taltal,CL,2022-06-13 18:21:00,-25.4,-70.4833,62.92,68,11,5.41
307,Lebu,CL,2022-06-13 18:21:00,-37.6167,-73.65,54.66,77,100,8.21
308,Kitimat,CA,2022-06-13 18:21:01,54.0524,-128.6534,55.9,64,94,3.0
309,Vardo,NO,2022-06-13 18:21:01,70.3705,31.1107,46.38,81,75,11.5
310,Tezu,IN,2022-06-13 18:21:01,27.9167,96.1667,73.33,98,100,3.27
311,Grenville,GD,2022-06-13 18:21:02,12.1167,-61.6167,80.65,78,94,15.03
312,Opuwo,NA,2022-06-13 18:21:02,-18.0607,13.84,62.58,39,0,7.0
313,Jihlava,CZ,2022-06-13 18:21:02,49.3961,15.5912,58.68,79,17,11.59
314,Waddan,LY,2022-06-13 18:21:03,29.1614,16.139,84.56,23,0,8.19
315,Xingcheng,CN,2022-06-13 18:21:03,40.6167,120.7167,63.12,93,98,11.41
316,Cartagena,CO,2022-06-13 18:19:09,10.3997,-75.5144,87.42,66,40,9.22
317,Todos Santos,MX,2022-06-13 18:21:04,23.45,-110.2167,76.77,61,44,7.99
318,Ludwigslust,DE,2022-06-13 18:21:04,53.3167,11.5,63.82,58,37,12.1
319,Portland,US,2022-06-13 18:20:20,45.5234,-122.6762,58.98,77,75,14.97
320,Eureka,US,2022-06-13 18:21:05,40.8021,-124.1637,63.12,65,12,10.0
321,Los Llanos De Aridane,ES,2022-06-13 18:20:24,28.6585,-17.9182,69.55,77,75,8.05
322,Mitsamiouli,KM,2022-06-13 18:21:05,-11.3847,43.2844,78.28,71,25,6.55
323,Mar Del Plata,AR,2022-06-13 18:21:02,-38.0023,-57.5575,64.94,48,0,13.8
324,Berlevag,NO,2022-06-13 18:21:06,70.8578,29.0864,44.55,76,100,12.66
325,Pachino,IT,2022-06-13 18:22:06,36.7186,15.0907,73.62,63,0,5.93
326,Moerai,PF,2022-06-13 18:22:06,-22.4333,-151.3333,75.13,68,54,15.14
327,Inhambane,MZ,2022-06-13 18:22:07,-23.865,35.3833,69.31,81,1,8.52
328,Moyale,KE,2022-06-13 18:22:07,3.5167,39.0584,66.9,68,38,5.59
329,Xining,CN,2022-06-13 18:22:07,36.6167,101.7667,54.34,38,0,2.48
330,Alofi,NU,2022-06-13 18:22:07,-19.0595,-169.9187,73.29,100,75,8.05
331,Namibe,AO,2022-06-13 18:22:08,-15.1961,12.1522,68.83,69,0,15.95
332,Guane,CU,2022-06-13 18:22:08,22.2025,-84.0875,91.47,50,6,13.4
333,Richards Bay,ZA,2022-06-13 18:22:08,-28.783,32.0377,67.26,46,9,11.18
334,Kavieng,PG,2022-06-13 18:22:08,-2.5744,150.7967,81.73,73,32,13.2
335,Eyl,SO,2022-06-13 18:22:09,7.9803,49.8164,79.25,76,84,25.23
336,Rocky Mountain House,CA,2022-06-13 18:22:09,52.3668,-114.9188,57.31,67,100,9.22
337,Copiapo,CL,2022-06-13 18:22:09,-27.3667,-70.3333,53.29,29,12,6.42
338,Tucupita,VE,2022-06-13 18:22:10,9.0622,-62.051,74.48,96,100,2.95
339,Constantine,DZ,2022-06-13 18:19:39,36.365,6.6147,87.21,20,0,10.36
340,Antofagasta,CL,2022-06-13 18:20:55,-23.65,-70.4,58.28,62,33,7.92
341,Muroto,JP,2022-06-13 18:22:10,33.2833,134.15,67.3,90,100,24.58
342,Saint George,US,2022-06-13 18:19:17,37.1041,-113.5841,90.63,23,0,13.8
343,Parry Sound,CA,2022-06-13 18:19:32,45.3501,-80.033,66.25,55,26,9.53
344,Ondjiva,AO,2022-06-13 18:22:11,-17.0667,15.7333,64.18,34,3,1.14
345,Bundaberg,AU,2022-06-13 18:22:11,-24.85,152.35,52.21,90,11,1.99
346,Shirokiy,RU,2022-06-13 18:22:11,49.758,129.523,60.93,91,100,5.37
347,Severo-Kurilsk,RU,2022-06-13 18:22:11,50.6789,156.125,43.45,93,91,12.1
348,Ramhormoz,IR,2022-06-13 18:22:12,31.28,49.6035,96.55,11,0,3.62
349,Caraballeda,VE,2022-06-13 18:22:12,10.6112,-66.8522,80.69,85,97,10.69
350,Turukhansk,RU,2022-06-13 18:22:12,65.8167,87.9833,57.87,90,96,8.7
351,Tiznit,MA,2022-06-13 18:22:12,29.5833,-9.5,81.01,51,8,7.78
352,Koshki,RU,2022-06-13 18:22:13,54.2091,50.4677,57.6,84,27,1.83
353,Portalegre,PT,2022-06-13 18:22:13,39.2938,-7.4312,98.71,18,19,8.99
354,Adre,TD,2022-06-13 18:17:20,13.4667,22.2,74.32,73,73,12.08
355,Pevek,RU,2022-06-13 18:22:13,69.7008,170.3133,34.0,79,61,2.48
356,Pau Brasil,BR,2022-06-13 18:22:14,-15.4642,-39.6511,85.33,46,45,6.6
357,Khatanga,RU,2022-06-13 18:18:52,71.9667,102.5,58.62,52,62,9.66
358,Wagar,SD,2022-06-13 18:22:14,16.1525,36.2032,97.97,27,39,10.16
359,Cap Malheureux,MU,2022-06-13 18:22:15,-19.9842,57.6142,73.47,66,52,5.99
360,Talnakh,RU,2022-06-13 18:22:15,69.4865,88.3972,59.92,63,76,3.51
361,Seoul,KR,2022-06-13 18:19:45,37.5683,126.9778,67.6,52,0,12.66
362,Mnogovershinnyy,RU,2022-06-13 18:22:16,53.9353,139.9242,51.67,89,91,2.62
363,Mweka,CD,2022-06-13 18:22:16,-4.85,21.5667,76.89,49,90,1.72
364,Batagay-Alyta,RU,2022-06-13 18:22:16,67.8006,130.4114,51.87,75,100,3.11
365,Lamballe,FR,2022-06-13 18:22:17,48.4676,-2.5144,60.91,71,0,5.01
366,Troitskoye,RU,2022-06-13 18:22:17,52.9821,84.6757,65.68,72,90,5.48
367,Zhanaozen,KZ,2022-06-13 18:22:17,43.3,52.8,81.43,30,90,4.43
368,Jumla,NP,2022-06-13 18:22:17,29.2747,82.1838,60.8,78,72,3.29
369,Kursk,RU,2022-06-13 18:22:18,51.7303,36.1939,66.74,72,40,4.47
370,Sakakah,SA,2022-06-13 18:23:18,29.9697,40.2064,90.97,24,0,7.99
371,Neuquen,AR,2022-06-13 18:23:18,-38.9516,-68.0591,51.69,46,0,5.75
372,Kaitangata,NZ,2022-06-13 18:23:19,-46.2817,169.8464,42.69,92,95,17.69
373,Baghdad,IQ,2022-06-13 18:23:19,33.3406,44.4009,85.91,32,0,6.91
374,Halifax,CA,2022-06-13 18:19:14,44.6453,-63.5724,67.68,89,100,6.91
375,Pechenga,RU,2022-06-13 18:23:19,69.5259,31.1703,53.04,63,82,7.2
376,Dire,ML,2022-06-13 18:23:19,12.2833,-10.9667,83.37,62,98,7.09
377,Tambovka,RU,2022-06-13 18:23:20,50.0969,128.0489,59.74,94,100,7.31
378,Ormara,PK,2022-06-13 18:23:20,25.2088,64.6357,83.55,78,0,9.6
379,Marfino,RU,2022-06-13 18:23:21,55.7028,37.3822,68.16,74,0,0.0
380,Margate,GB,2022-06-13 18:23:22,51.3813,1.3862,65.88,61,32,5.01
381,Iberia,US,2022-06-13 18:21:30,29.9502,-91.7507,94.05,58,40,12.66
382,Viedma,AR,2022-06-13 18:23:22,-40.8135,-62.9967,63.7,34,100,16.24
383,Spornoye,RU,2022-06-13 18:23:22,50.8448,37.2913,64.78,80,20,4.25
384,Sitka,US,2022-06-13 18:23:22,57.0531,-135.33,51.69,82,75,4.61
385,Airai,TL,2022-06-13 18:20:15,-8.9266,125.4092,57.4,92,88,3.0
386,Norman Wells,CA,2022-06-13 18:23:23,65.282,-126.8329,48.24,71,100,12.66
387,Brainerd,US,2022-06-13 18:23:23,46.358,-94.2008,76.78,78,40,11.5
388,Kalmunai,LK,2022-06-13 18:23:24,7.4167,81.8167,81.97,77,57,1.59
389,Srednekolymsk,RU,2022-06-13 18:23:24,67.45,153.6833,59.22,49,2,5.73
390,Ocampo,MX,2022-06-13 18:23:24,21.65,-101.5,73.58,33,3,7.45
391,Tumbes,PE,2022-06-13 18:23:24,-3.5667,-80.4414,75.15,78,75,3.44
392,Surt,LY,2022-06-13 18:23:25,31.2089,16.5887,74.57,73,0,9.46
393,Barabai,ID,2022-06-13 18:23:25,-2.5833,115.3833,72.81,98,83,1.74
394,Lata,PT,2022-06-13 18:23:25,40.1629,-8.3327,83.82,44,38,7.05
395,Sept-Iles,CA,2022-06-13 18:23:25,50.2001,-66.3821,63.12,64,75,23.02
396,Ballina,AU,2022-06-13 18:23:26,-28.8667,153.5667,50.02,99,58,4.41
397,Santa Catalina,PH,2022-06-13 18:23:26,9.3337,122.8637,80.58,83,99,2.04
398,Mayo,US,2022-06-13 18:22:57,38.8876,-76.5119,93.67,66,0,5.75
399,Chipinge,ZW,2022-06-13 18:23:26,-20.1883,32.6236,57.18,83,91,4.03
400,Nguruka,TZ,2022-06-13 18:23:27,-5.1092,31.0419,70.99,50,63,3.22
401,Geraldton,AU,2022-06-13 18:23:27,-28.7667,114.6,59.41,82,100,3.44
402,Hennenman,ZA,2022-06-13 18:23:27,-27.9765,27.0242,52.57,40,84,6.08
403,Trairi,BR,2022-06-13 18:21:35,-3.2778,-39.2689,83.05,70,50,10.94
404,Leua,SK,2022-06-13 18:23:28,48.2156,18.6071,70.5,74,45,13.85
405,Salinopolis,BR,2022-06-13 18:23:13,-0.6136,-47.3561,84.22,67,5,10.6
406,Calama,CL,2022-06-13 18:23:28,-22.4667,-68.9333,70.29,5,0,24.16
407,Rosarito,MX,2022-06-13 18:23:28,32.3333,-117.0333,75.63,74,50,10.69
408,Quatre Cocos,MU,2022-06-13 18:23:28,-20.2078,57.7625,73.51,63,78,18.61
409,Klyuchi,RU,2022-06-13 18:23:29,52.2667,79.1667,73.58,47,56,3.6
410,Novyy Urengoy,RU,2022-06-13 18:23:29,66.0833,76.6333,61.77,72,94,15.28
411,Hun,LY,2022-06-13 18:23:29,29.1268,15.9477,84.79,23,0,8.61
412,Verkhnyaya Inta,RU,2022-06-13 18:23:30,65.9811,60.3094,51.17,46,3,4.68
413,Glendive,US,2022-06-13 18:23:30,47.1053,-104.7125,68.49,73,100,8.05
414,Eyemouth,GB,2022-06-13 18:23:30,55.8713,-2.0901,60.24,73,79,14.61
415,Zawiercie,PL,2022-06-13 18:23:31,50.4877,19.4168,59.09,98,100,1.01
416,San Cristobal,VE,2022-06-13 18:24:31,7.7669,-72.225,78.98,55,81,6.73
417,Keuruu,FI,2022-06-13 18:24:31,62.2667,24.7,59.18,87,53,6.71
418,Anderson,US,2022-06-13 18:23:52,34.5334,-82.6499,97.54,48,0,5.75
419,Kampong Thum,KH,2022-06-13 18:24:31,12.7111,104.8887,78.26,87,96,2.64
420,Novyy Urgal,RU,2022-06-13 18:24:32,51.0736,132.5642,56.73,90,96,3.85
421,Tighina,MD,2022-06-13 18:24:32,46.8306,29.4711,75.97,54,52,5.5
422,Faanui,PF,2022-06-13 18:24:32,-16.4833,-151.75,79.65,66,4,18.88
423,Amapa,BR,2022-06-13 18:24:33,1.0,-52.0,87.93,47,8,4.25
424,Miraflores,MX,2022-06-13 18:24:33,19.2167,-98.8083,72.03,44,71,2.37
425,Srandakan,ID,2022-06-13 18:24:33,-7.9386,110.2506,76.6,87,99,2.26
426,Camacha,PT,2022-06-13 18:24:33,33.0833,-16.3333,65.62,73,75,5.75
427,Qaqortoq,GL,2022-06-13 18:24:34,60.7167,-46.0333,46.06,47,1,13.09
428,Port Blair,IN,2022-06-13 18:24:34,11.6667,92.75,80.64,89,40,1.14
429,Vao,NC,2022-06-13 18:24:34,-22.6667,167.4833,71.87,72,100,11.12
430,Arman,RU,2022-06-13 18:24:35,59.7,150.1667,43.02,93,100,3.58
431,Wencheng,CN,2022-06-13 18:24:35,33.0559,113.7978,73.27,67,0,7.61
432,Argayash,RU,2022-06-13 18:24:35,55.4888,60.8767,55.09,92,59,6.8
433,Lhokseumawe,ID,2022-06-13 18:24:35,5.1801,97.1507,78.31,87,47,5.3
434,Pinczow,PL,2022-06-13 18:24:36,50.5205,20.5265,59.85,92,99,7.96
435,Magadan,RU,2022-06-13 18:24:36,59.5667,150.8,42.53,93,100,2.89
436,Linjiang,CN,2022-06-13 18:24:36,41.8069,126.9078,54.41,97,96,2.19
437,Oruro,BO,2022-06-13 18:22:49,-17.9833,-67.15,48.69,23,0,6.91
438,General Roca,AR,2022-06-13 18:20:12,-39.0333,-67.5833,56.62,15,100,3.58
439,North Platte,US,2022-06-13 18:22:55,41.1239,-100.7654,99.12,31,0,3.0
440,Uusikaupunki,FI,2022-06-13 18:24:37,60.8004,21.4084,55.11,83,95,8.59
441,San Patricio,US,2022-06-13 18:24:37,28.017,-97.5169,93.92,40,85,19.77
442,Tuyen Quang,VN,2022-06-13 18:24:37,21.8233,105.2181,77.25,97,100,1.12
443,Dubrajpur,IN,2022-06-13 18:24:38,23.8,87.3833,91.99,41,89,10.09
444,Coihaique,CL,2022-06-13 18:24:38,-45.5752,-72.0662,52.41,71,75,6.91
445,Linqiong,CN,2022-06-13 18:24:38,30.4159,103.4609,71.42,68,97,4.85
446,Palmer,US,2022-06-13 18:22:26,42.1584,-72.3287,83.8,43,75,11.5
447,Tubmanburg,LR,2022-06-13 18:24:38,6.8708,-10.8172,76.57,92,96,4.88
448,Cururupu,BR,2022-06-13 18:24:39,-1.8283,-44.8683,83.28,71,33,4.9
449,Mehamn,NO,2022-06-13 18:24:39,71.0357,27.8492,44.51,87,96,14.9
450,Varzea Grande,BR,2022-06-13 18:24:39,-15.6467,-56.1325,75.07,41,0,6.91
451,Twentynine Palms,US,2022-06-13 18:20:06,34.1356,-116.0542,89.98,25,0,5.99
452,Belyy Yar,RU,2022-06-13 18:24:40,53.6039,91.3903,63.86,86,0,2.24
453,Surgana,IN,2022-06-13 18:24:40,20.5667,73.6167,76.64,84,42,7.27
454,Zhigansk,RU,2022-06-13 18:20:25,66.7697,123.3711,46.11,92,11,1.88
455,Swan Hill,AU,2022-06-13 18:24:40,-35.3378,143.5544,45.0,79,64,6.62
456,Paamiut,GL,2022-06-13 18:24:41,61.994,-49.6678,35.58,84,47,33.64
457,Tubuala,PA,2022-06-13 18:24:41,9.5167,-79.0333,83.62,73,96,4.21
458,Qinnan,CN,2022-06-13 18:24:41,33.2531,119.9133,67.84,86,80,8.68
459,Warrnambool,AU,2022-06-13 18:24:41,-38.3833,142.4833,46.56,80,96,7.81
460,Honiara,SB,2022-06-13 18:24:42,-9.4333,159.95,76.15,86,88,5.35
461,Porbandar,IN,2022-06-13 18:25:42,21.6422,69.6093,84.78,74,23,7.94
462,Shenzhen,CN,2022-06-13 18:24:57,22.5455,114.0683,84.27,96,100,7.63
463,Jati,PK,2022-06-13 18:25:42,24.3539,68.2671,88.47,56,5,15.12
464,Bandarbeyla,SO,2022-06-13 18:25:43,9.4942,50.8122,78.62,82,75,29.48
465,Puerto Carreno,CO,2022-06-13 18:25:43,6.189,-67.4859,85.98,62,40,5.75
466,Ialibu,PG,2022-06-13 18:25:43,-6.2821,143.9935,54.21,94,30,1.99
467,Vicksburg,US,2022-06-13 18:25:29,32.3526,-90.8779,89.83,62,0,9.22
468,Port Hardy,CA,2022-06-13 18:25:44,50.6996,-127.4199,51.98,82,100,6.91
469,Christchurch,NZ,2022-06-13 18:25:44,-43.5333,172.6333,48.33,93,31,5.75
470,Campoverde,PE,2022-06-13 18:25:44,-8.4753,-74.8058,83.68,42,22,3.62
471,Bilma,NE,2022-06-13 18:25:44,18.6853,12.9164,101.16,8,3,8.95
472,Pasighat,IN,2022-06-13 18:25:45,28.0667,95.3333,74.68,96,97,2.51
473,Tecoanapa,MX,2022-06-13 18:25:45,16.5167,-98.75,81.77,76,99,11.56
474,Ukiah,US,2022-06-13 18:25:45,39.1502,-123.2078,67.51,44,0,14.97
475,Polczyn-Zdroj,PL,2022-06-13 18:25:46,53.7642,16.0957,57.29,84,54,9.55
476,Tura,IN,2022-06-13 18:25:46,25.5198,90.2201,74.62,96,94,6.62
477,Termoli,IT,2022-06-13 18:25:46,41.9888,14.9895,74.57,61,0,3.98
478,Potsdam,DE,2022-06-13 18:25:46,52.3989,13.0657,67.08,72,69,1.99
479,Hervey Bay,AU,2022-06-13 18:25:47,-25.2986,152.8535,63.82,74,52,8.95
480,Stromness,GB,2022-06-13 18:25:47,58.965,-3.296,53.56,86,100,11.99
481,Bangkalan,ID,2022-06-13 18:25:47,-7.0455,112.7351,78.75,87,99,4.61
482,Muros,ES,2022-06-13 18:25:48,42.7762,-9.0603,93.69,54,11,0.96
483,Usevya,TZ,2022-06-13 18:25:48,-7.1,31.2333,69.53,55,55,3.53
484,Marawi,PH,2022-06-13 18:25:48,7.9986,124.2928,67.37,95,96,2.57
485,San Policarpo,PH,2022-06-13 18:25:49,12.1791,125.5072,80.96,81,52,7.58
486,Sheregesh,RU,2022-06-13 18:25:49,52.9209,87.9869,58.21,94,97,3.27
487,Touros,BR,2022-06-13 18:25:49,-5.1989,-35.4608,82.78,65,19,14.41
488,Kaseda,JP,2022-06-13 18:25:49,31.4167,130.3167,69.67,95,100,11.27
489,Goderich,CA,2022-06-13 18:25:50,43.7501,-81.7165,61.12,77,61,8.05
490,Omsukchan,RU,2022-06-13 18:25:50,62.5333,155.8,40.8,73,7,2.77
491,Santo Antonio Do Sudoeste,BR,2022-06-13 18:25:50,-26.0736,-53.7253,62.74,54,0,2.35
492,Bonthe,SL,2022-06-13 18:25:50,7.5264,-12.505,81.48,74,100,9.26
493,Paharpur,PK,2022-06-13 18:25:51,32.1038,70.9724,98.92,22,14,3.06
494,Sao Borja,BR,2022-06-13 18:25:51,-28.6606,-56.0044,64.94,58,0,6.08
495,Labuan,MY,2022-06-13 18:25:51,5.2767,115.2417,79.16,89,20,0.0
496,Niamey,NE,2022-06-13 18:25:52,13.5137,2.1098,102.49,22,31,3.44
497,Aykhal,RU,2022-06-13 18:25:52,66.0,111.5,53.56,43,5,2.73
498,Ndende,GA,2022-06-13 18:25:52,-2.4008,11.3581,78.91,72,100,2.93
499,Poum,NC,2022-06-13 18:25:52,-20.2333,164.0167,73.87,91,100,10.74
500,Cortez,US,2022-06-13 18:24:02,37.3489,-108.5859,86.04,17,0,12.66
501,Bambous Virieux,MU,2022-06-13 18:25:53,-20.3428,57.7575,73.65,68,75,19.57
502,Nizwa,OM,2022-06-13 18:25:53,22.9333,57.5333,87.39,50,1,7.09
503,Kumo,NG,2022-06-13 18:25:53,10.0447,11.2122,88.25,49,87,3.76
504,Pampa,US,2022-06-13 18:25:54,35.5362,-100.9599,96.57,28,0,26.46
505,Yibin,CN,2022-06-13 18:26:54,28.7667,104.6238,66.67,87,97,3.76
506,Ixtapa,MX,2022-06-13 18:26:54,20.7,-105.2,85.23,70,0,11.5
507,Muisne,EC,2022-06-13 18:26:55,0.6,-80.0333,78.46,77,92,9.4
508,Huron,US,2022-06-13 18:26:55,41.1501,-82.5499,87.98,61,10,3.24
509,Sarangani,PH,2022-06-13 18:26:55,5.4033,125.4636,81.5,73,90,1.7
510,Luchegorsk,RU,2022-06-13 18:26:56,46.4764,134.2569,51.89,95,76,4.21
511,Cao Bang,VN,2022-06-13 18:25:49,22.6667,106.25,75.22,96,100,1.7
512,Port-Gentil,GA,2022-06-13 18:26:56,-0.7193,8.7815,78.76,83,20,10.36
513,Santa Rosa,PH,2022-06-13 18:26:48,14.3122,121.1114,80.11,91,92,4.03
514,Lucea,JM,2022-06-13 18:26:56,18.451,-78.1736,88.86,66,100,21.32
515,Nishihara,JP,2022-06-13 18:26:57,26.1842,127.7558,80.65,97,75,19.57
516,Djambala,CG,2022-06-13 18:26:57,-2.5447,14.7533,76.84,55,100,3.85
517,New Philadelphia,US,2022-06-13 18:26:57,40.4898,-81.4457,87.85,67,75,3.44
518,Buchanan,LR,2022-06-13 18:26:57,5.8808,-10.0467,80.26,73,67,11.25
519,Bud,US,2022-06-13 18:26:58,39.447,-86.1758,92.32,74,56,7.9
520,Borovoy,RU,2022-06-13 18:26:58,55.4333,86.0833,70.88,60,0,6.71
521,Lorengau,PG,2022-06-13 18:26:58,-2.0226,147.2712,81.9,74,56,12.08
522,Furstenwalde,DE,2022-06-13 18:26:59,52.3667,14.0667,64.42,66,74,9.78
523,Rawson,AR,2022-06-13 18:26:59,-43.3002,-65.1023,62.19,23,100,7.38
524,Wajir,KE,2022-06-13 18:26:59,1.7471,40.0573,84.16,48,0,13.8
525,Concordia,AR,2022-06-13 18:22:27,-31.393,-58.0209,62.78,55,5,11.01
526,Vila Velha,BR,2022-06-13 18:26:59,-20.3297,-40.2925,73.35,76,20,14.0
527,Hue,VN,2022-06-13 18:25:16,16.4667,107.6,78.91,94,40,5.75
528,Maniitsoq,GL,2022-06-13 18:27:00,65.4167,-52.9,36.14,73,44,17.6
529,Manokwari,ID,2022-06-13 18:27:00,-0.8667,134.0833,79.83,74,39,7.47
530,Praia,CV,2022-06-13 18:27:00,14.9215,-23.5087,79.34,61,20,21.85
531,Aklavik,CA,2022-06-13 18:27:01,68.2191,-135.0107,49.68,55,97,8.43
532,Kaohsiung,TW,2022-06-13 18:27:01,22.6163,120.3133,84.15,83,75,5.75
533,Mbanza-Ngungu,CD,2022-06-13 18:27:01,-5.25,14.8667,72.55,56,11,4.41
534,Saint-Augustin,CA,2022-06-13 18:27:01,51.226,-58.6502,64.06,54,90,8.43
535,Dakar,SN,2022-06-13 18:27:02,14.6937,-17.4441,83.28,69,40,9.22
536,Ilebo,CD,2022-06-13 18:27:02,-4.3167,20.5833,76.51,61,100,1.5
537,Sao Gabriel Da Cachoeira,BR,2022-06-13 18:27:02,-0.1303,-67.0892,73.2,100,100,3.44
538,Anamur,TR,2022-06-13 18:27:03,36.0751,32.8369,74.05,83,7,11.88
539,Salalah,OM,2022-06-13 18:24:25,17.0151,54.0924,86.09,84,75,10.36
540,Yerbogachen,RU,2022-06-13 18:27:03,61.2767,108.0108,51.89,66,46,2.62
541,Fairbanks,US,2022-06-13 18:27:03,64.8378,-147.7164,64.09,56,75,5.75
542,Enshi,CN,2022-06-13 18:27:03,30.3,109.4833,65.48,91,46,1.74
543,Portobelo,PA,2022-06-13 18:27:04,9.55,-79.65,83.73,72,99,6.02
544,Elko,US,2022-06-13 18:27:04,41.0002,-115.5012,60.75,36,55,11.99
545,Shelburne,CA,2022-06-13 18:27:04,44.0787,-80.2041,70.9,56,65,4.21
546,Obo,CF,2022-06-13 18:27:04,5.3998,26.4869,68.4,96,71,2.24
547,Filadelfia,US,2022-06-13 18:24:39,39.9523,-75.1638,89.83,63,40,10.36
548,Key Largo,US,2022-06-13 18:26:33,25.0865,-80.4473,91.99,71,32,9.35
549,Erenhot,CN,2022-06-13 18:27:05,43.6475,111.9767,59.67,61,16,5.73
550,Icatu,BR,2022-06-13 18:27:05,-2.7758,-44.0658,90.03,63,12,9.04
551,Krutikha,RU,2022-06-13 18:28:05,53.9599,81.2093,66.83,66,34,5.82
552,Axim,GH,2022-06-13 18:28:06,4.8699,-2.2405,79.84,73,24,8.14
553,Olenino,RU,2022-06-13 18:28:06,56.2092,33.4889,57.67,78,30,4.83
554,Half Moon Bay,US,2022-06-13 18:28:07,37.4636,-122.4286,76.53,60,0,14.97
555,Otane,NZ,2022-06-13 18:28:07,-39.8833,176.6333,51.01,67,42,14.36
556,Voh,NC,2022-06-13 18:28:07,-20.9667,164.7,71.38,95,100,5.77
